RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.30479431e+02,  1.04002539e+03, -7.42306778e-01]), roll_pitch_yaw=array([-1.75395802e-03,  2.18152985e-05, -1.11882780e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.31304688e+02,  1.03811621e+03, -7.42319176e-01]), roll_pitch_yaw=array([ 1.17895568e-04, -1.26361845e-05, -1.15069452e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.32129883e+02,  1.03620032e+03, -7.42319939e-01]), roll_pitch_yaw=array([ 2.98415173e-05, -1.54972073e-05, -1.16282295e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.32969421e+02,  1.03425659e+03, -7.42321885e-01]), roll_pitch_yaw=array([ 1.36950365e-05, -2.09808338e-05, -1.16284439e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.33766785e+02,  1.03231445e+03, -7.42311165e-01]), roll_pitch_yaw=array([-1.00667476e-03,  1.12056721e-05, -1.18806532e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.34541992e+02,  1.03036829e+03, -7.42320092e-01]), roll_pitch_yaw=array([-7.29706220e-05, -1.59740434e-05, -1.19099826e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.35232422e+02,  1.02836511e+03, -7.42316926e-01]), roll_pitch_yaw=array([ 7.99355181e-05, -6.43730128e-06, -1.22926150e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.35840942e+02,  1.02636963e+03, -7.42315743e-01]), roll_pitch_yaw=array([ 5.85992236e-05, -2.62260423e-06, -1.26827774e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.36399536e+02,  1.02432117e+03, -7.42311661e-01]), roll_pitch_yaw=array([-3.33427768e-04,  1.01327893e-05, -1.30783207e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.36955627e+02,  1.02224628e+03, -7.42321160e-01]), roll_pitch_yaw=array([ 5.08125292e-05, -1.89542757e-05, -1.30831584e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.37507324e+02,  1.02019354e+03, -7.42321999e-01]), roll_pitch_yaw=array([ 8.81417794e-06, -2.13384624e-05, -1.30831557e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.38061768e+02,  1.01812921e+03, -7.42321656e-01]), roll_pitch_yaw=array([ 1.41675260e-06, -2.07424147e-05, -1.30831823e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.38588013e+02,  1.01602637e+03, -7.42320015e-01]), roll_pitch_yaw=array([ 2.97770189e-05, -1.51395787e-05, -1.32204856e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.39048828e+02,  1.01394629e+03, -7.42316544e-01]), roll_pitch_yaw=array([ 1.74538237e-05, -4.88758086e-06, -1.34943171e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.39426392e+02,  1.01184344e+03, -7.42313950e-01]), roll_pitch_yaw=array([-1.59789665e-05,  2.74181351e-06, -1.39015611e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.39813171e+02,  1.00972363e+03, -7.42320550e-01]), roll_pitch_yaw=array([ 3.70141559e-05, -1.70469272e-05, -1.39026303e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.40234924e+02,  1.00762878e+03, -7.42310708e-01]), roll_pitch_yaw=array([ 1.02255393e-03,  1.27553930e-05, -1.36467978e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.40678589e+02,  1.00554340e+03, -7.42320168e-01]), roll_pitch_yaw=array([-4.36758378e-05, -1.57356254e-05, -1.36252914e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.41126465e+02,  1.00342450e+03, -7.42320817e-01]), roll_pitch_yaw=array([-6.39158712e-06, -1.83582301e-05, -1.36252048e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.41518677e+02,  1.00132202e+03, -7.42312844e-01]), roll_pitch_yaw=array([-3.53135128e-04,  6.43730128e-06, -1.38988992e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.41879761e+02,  9.99338562e+02, -7.42319748e-01]), roll_pitch_yaw=array([ 3.68898972e-05, -1.44243235e-05, -1.39034066e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.42246765e+02,  9.97327454e+02, -7.42320511e-01]), roll_pitch_yaw=array([ 7.40374001e-06, -1.70469272e-05, -1.39034626e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.42608215e+02,  9.95346619e+02, -7.42320321e-01]), roll_pitch_yaw=array([ 1.40041071e-06, -1.65700901e-05, -1.39034732e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.42982483e+02,  9.93374756e+02, -7.42315133e-01]), roll_pitch_yaw=array([ 6.98532915e-04, -1.07288355e-06, -1.37978616e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.43372925e+02,  9.91390808e+02, -7.42319214e-01]), roll_pitch_yaw=array([-2.29031813e-05, -1.31130206e-05, -1.37773592e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.43764099e+02,  9.89389526e+02, -7.42319634e-01]), roll_pitch_yaw=array([-5.85895440e-06, -1.43051140e-05, -1.37774218e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.44155090e+02,  9.87392151e+02, -7.42319520e-01]), roll_pitch_yaw=array([-1.06526380e-06, -1.39474864e-05, -1.37774178e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.44545532e+02,  9.85391052e+02, -7.42319291e-01]), roll_pitch_yaw=array([ 1.22345223e-07, -1.33514397e-05, -1.37774458e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.44940613e+02,  9.83367737e+02, -7.42319138e-01]), roll_pitch_yaw=array([ 2.08879082e-07, -1.27553930e-05, -1.37773819e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.45338135e+02,  9.81335205e+02, -7.42318795e-01]), roll_pitch_yaw=array([ 2.69931656e-07, -1.20401378e-05, -1.37773339e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.45729980e+02,  9.79329895e+02, -7.42318566e-01]), roll_pitch_yaw=array([ 2.64014013e-07, -1.19209283e-05, -1.37773552e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.46129578e+02,  9.77284485e+02, -7.42318490e-01]), roll_pitch_yaw=array([ 2.39517691e-07, -1.09672540e-05, -1.37774072e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.46523315e+02,  9.75272644e+02, -7.42318261e-01]), roll_pitch_yaw=array([ 2.43528112e-07, -1.04904169e-05, -1.37774072e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.46949219e+02,  9.73276062e+02, -7.42316468e-01]), roll_pitch_yaw=array([-1.17179068e-05, -4.52995275e-06, -1.36420853e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.47378113e+02,  9.71230896e+02, -7.42317803e-01]), roll_pitch_yaw=array([-7.98948327e-06, -9.05990551e-06, -1.36419655e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.47746399e+02,  9.69223877e+02, -7.42302125e-01]), roll_pitch_yaw=array([-1.80562309e-03,  3.77893440e-05, -1.39934255e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.48081482e+02,  9.67187866e+02, -7.42315972e-01]), roll_pitch_yaw=array([ 6.31332863e-05, -3.81469706e-06, -1.40494344e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.48423157e+02,  9.65148865e+02, -7.42318108e-01]), roll_pitch_yaw=array([ 1.23493987e-05, -9.65595218e-06, -1.40494105e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.48764465e+02,  9.63110779e+02, -7.42318261e-01]), roll_pitch_yaw=array([ 3.41236106e-06, -1.01327893e-05, -1.40494690e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.49106140e+02,  9.61072266e+02, -7.42318070e-01]), roll_pitch_yaw=array([ 6.09520564e-07, -9.77516171e-06, -1.40494690e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.49395508e+02,  9.59024048e+02, -7.42302163e-01]), roll_pitch_yaw=array([-1.79603545e-03,  3.77893440e-05, -1.44063060e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.49654297e+02,  9.56914490e+02, -7.42316201e-01]), roll_pitch_yaw=array([ 6.12881321e-05, -4.17232491e-06, -1.44611831e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.49909668e+02,  9.54875427e+02, -7.42318070e-01]), roll_pitch_yaw=array([ 1.18349524e-05, -9.53674264e-06, -1.44611844e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.50166077e+02,  9.52829224e+02, -7.42318146e-01]), roll_pitch_yaw=array([ 3.27808804e-06, -9.89437024e-06, -1.44611738e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.50425842e+02,  9.50759460e+02, -7.42317994e-01]), roll_pitch_yaw=array([ 1.03144836e-06, -9.65595218e-06, -1.44612191e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.50684143e+02,  9.48698364e+02, -7.42317765e-01]), roll_pitch_yaw=array([ 3.48733891e-07, -9.05990551e-06, -1.44612284e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.50942383e+02,  9.46642395e+02, -7.42317727e-01]), roll_pitch_yaw=array([ 2.60133201e-07, -8.82148745e-06, -1.44612191e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.51199280e+02,  9.44593506e+02, -7.42317536e-01]), roll_pitch_yaw=array([ 2.60133201e-07, -8.82148745e-06, -1.44612191e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.51456177e+02,  9.42547852e+02, -7.42317383e-01]), roll_pitch_yaw=array([ 2.56310597e-07, -8.22544078e-06, -1.44612430e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.51767944e+02,  9.40518311e+02, -7.42310670e-01]), roll_pitch_yaw=array([ 1.89306053e-04,  1.27553930e-05, -1.41831797e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.52083313e+02,  9.38475342e+02, -7.42316849e-01]), roll_pitch_yaw=array([-2.66316068e-05, -5.96046415e-06, -1.41808854e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.52396179e+02,  9.36442871e+02, -7.42317498e-01]), roll_pitch_yaw=array([-5.32632167e-06, -7.98702171e-06, -1.41808814e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.52643982e+02,  9.34404419e+02, -7.42311814e-01]), roll_pitch_yaw=array([-7.93622005e-05,  9.05990551e-06, -1.44719050e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.52897156e+02,  9.32366760e+02, -7.42317116e-01]), roll_pitch_yaw=array([ 2.46241114e-05, -6.79492939e-06, -1.44729916e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.53154297e+02,  9.30303650e+02, -7.42317612e-01]), roll_pitch_yaw=array([ 4.25574476e-06, -8.58306838e-06, -1.44729969e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.53407410e+02,  9.28269104e+02, -7.42317612e-01]), roll_pitch_yaw=array([ 2.29195375e-06, -8.58306838e-06, -1.44729942e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.53661011e+02,  9.26227234e+02, -7.42317498e-01]), roll_pitch_yaw=array([ 4.00941399e-07, -8.10623124e-06, -1.44729902e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.53916992e+02,  9.24163940e+02, -7.42317383e-01]), roll_pitch_yaw=array([ 4.00941399e-07, -8.10623124e-06, -1.44729902e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.54170166e+02,  9.22126770e+02, -7.42317154e-01]), roll_pitch_yaw=array([ 4.00941399e-07, -8.10623124e-06, -1.44729902e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.54427002e+02,  9.20061462e+02, -7.42317154e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.54684387e+02,  9.17990967e+02, -7.42316926e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.54939819e+02,  9.15934143e+02, -7.42316964e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.55195740e+02,  9.13880981e+02, -7.42316887e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.55455505e+02,  9.11785767e+02, -7.42316735e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.55711487e+02,  9.09726074e+02, -7.42316697e-01]), roll_pitch_yaw=array([ 2.55196916e-07, -7.27176652e-06, -1.44730089e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.55970215e+02,  9.07641541e+02, -7.42316620e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.56226624e+02,  9.05575317e+02, -7.42316544e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.56486633e+02,  9.03478271e+02, -7.42316468e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.56747070e+02,  9.01384033e+02, -7.42316315e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.57005371e+02,  8.99307007e+02, -7.42316353e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.57267334e+02,  8.97197083e+02, -7.42316201e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.57525635e+02,  8.95113525e+02, -7.42316239e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.57783447e+02,  8.93034607e+02, -7.42316048e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.58042542e+02,  8.90948425e+02, -7.42316163e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.58299927e+02,  8.88877502e+02, -7.42316124e-01]), roll_pitch_yaw=array([ 2.52107374e-07, -5.36441799e-06, -1.44729982e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.58515442e+02,  8.86812012e+02, -7.42304719e-01]), roll_pitch_yaw=array([-1.08390643e-03,  2.98023213e-05, -1.47398256e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.58711243e+02,  8.84713013e+02, -7.42314828e-01]), roll_pitch_yaw=array([ 3.71382154e-05, -1.19209283e-07, -1.47645891e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.58923096e+02,  8.82629639e+02, -7.42311089e-01]), roll_pitch_yaw=array([ 7.20059137e-04,  1.12056721e-05, -1.46547723e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.59149719e+02,  8.80557617e+02, -7.42315705e-01]), roll_pitch_yaw=array([-1.75768632e-05, -1.54972068e-06, -1.46333538e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.59371948e+02,  8.78496521e+02, -7.42316506e-01]), roll_pitch_yaw=array([-4.79369047e-06, -4.76837132e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.59598328e+02,  8.76400940e+02, -7.42316392e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.59820068e+02,  8.74344971e+02, -7.42316353e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.60044128e+02,  8.72273315e+02, -7.42316315e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.60266296e+02,  8.70209900e+02, -7.42316277e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.60492737e+02,  8.68119263e+02, -7.42316277e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.60716797e+02,  8.66052063e+02, -7.42316239e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.60942322e+02,  8.63964355e+02, -7.42316163e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.61167786e+02,  8.61871826e+02, -7.42316124e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.61390930e+02,  8.59810303e+02, -7.42316048e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.61616394e+02,  8.57726257e+02, -7.42316010e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.61841370e+02,  8.55641235e+02, -7.42315972e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.62065430e+02,  8.53567932e+02, -7.42315972e-01]), roll_pitch_yaw=array([-1.06526444e-06, -5.12599892e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.62288086e+02,  8.51503418e+02, -7.42315896e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.62512146e+02,  8.49423279e+02, -7.42315896e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.62734375e+02,  8.47367859e+02, -7.42315781e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.62957458e+02,  8.45301636e+02, -7.42315781e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.63183167e+02,  8.43208496e+02, -7.42315743e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.63407227e+02,  8.41137573e+02, -7.42315743e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.63629883e+02,  8.39071289e+02, -7.42315705e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.63857239e+02,  8.36967102e+02, -7.42315667e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.64082275e+02,  8.34876465e+02, -7.42315629e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.64305359e+02,  8.32807373e+02, -7.42315629e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.64528015e+02,  8.30742554e+02, -7.42315590e-01]), roll_pitch_yaw=array([ 2.40104430e-07, -3.21865064e-06, -1.46333338e+00]), lane_width=12.0)
RoarPyWaypoint(location=array([ 7.64777710e+02,  8.28681763e+02, -7.42312424e-01]), roll_pitch_yaw=array([ 1.11821841e-04,  7.39097555e-06, -1.44953914e+00]), lane_width=12.0)
